D1,D2,D3,Date,M1,M2
LATAM,Consumer,Caribbean,2015-01-01T00:00,129.9900055,32.5
LATAM,Consumer,Central America,2015-01-01T00:00,50,9
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,22
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,60
LATAM,Consumer,Caribbean,2015-01-01T00:00,119.9800034,4.800000191
LATAM,Consumer,Caribbean,2015-01-01T00:00,179.9700012,27
LATAM,Consumer,Caribbean,2015-01-01T00:00,207.9600067,18.71999931
LATAM,Corporate,Central America,2015-01-01T00:00,59.99000168,9.600000381
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,75
LATAM,Corporate,South America,2015-01-01T00:00,129.9900055,19.5
LATAM,Corporate,South America,2015-01-01T00:00,21.98999977,0.660000026
LATAM,Corporate,Central America,2015-01-01T00:00,299.980011,39
LATAM,Corporate,Central America,2015-01-01T00:00,399.980011,64
LATAM,Consumer,South America,2015-01-01T00:00,299.9500122,0
LATAM,Consumer,Central America,2015-01-01T00:00,99.98999786,18
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,3.900000095
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,6.5
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,7.150000095
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,15
LATAM,Corporate,Central America,2015-01-01T00:00,99.98999786,20
LATAM,Corporate,Central America,2015-01-01T00:00,59.99000168,10.80000019
LATAM,Corporate,Central America,2015-01-01T00:00,299.980011,27
LATAM,Corporate,Central America,2015-01-01T00:00,299.980011,30
LATAM,Corporate,South America,2015-01-01T00:00,129.9900055,2.599999905
LATAM,Home Office,Central America,2015-01-01T00:00,399.980011,60
LATAM,Home Office,South America,2015-01-01T00:00,49.97999954,9
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,5.199999809
LATAM,Consumer,South America,2015-01-01T00:00,299.980011,48
LATAM,Corporate,Caribbean,2015-01-01T00:00,150,22.5
LATAM,Corporate,Central America,2015-01-01T00:00,159.9600067,4.800000191
LATAM,Corporate,Central America,2015-01-01T00:00,199.9499969,31.98999977
LATAM,Corporate,Central America,2015-01-01T00:00,79.94999695,1.600000024
LATAM,Consumer,Central America,2015-01-01T00:00,199.9900055,8
LATAM,Home Office,Central America,2015-01-01T00:00,199.9900055,10
LATAM,Consumer,Caribbean,2015-01-01T00:00,199.9900055,11
LATAM,Consumer,Caribbean,2015-01-01T00:00,199.9900055,14
LATAM,Consumer,Central America,2015-01-01T00:00,199.9900055,18
LATAM,Home Office,Central America,2015-01-01T00:00,199.9900055,20
LATAM,Consumer,Central America,2015-01-01T00:00,199.9900055,24
LATAM,Consumer,Central America,2015-01-01T00:00,199.9900055,26
LATAM,Consumer,Central America,2015-01-01T00:00,199.9900055,30
LATAM,Corporate,Central America,2015-01-01T00:00,199.9900055,32
LATAM,Corporate,Central America,2015-01-01T00:00,199.9900055,34
LATAM,Consumer,South America,2015-01-01T00:00,199.9900055,36
LATAM,Corporate,South America,2015-01-01T00:00,199.9900055,40
LATAM,Corporate,South America,2015-01-01T00:00,199.9900055,50
LATAM,Consumer,South America,2015-01-01T00:00,199.9900055,0
LATAM,Consumer,South America,2015-01-01T00:00,199.9900055,2
LATAM,Consumer,South America,2015-01-01T00:00,199.9900055,4
LATAM,Consumer,South America,2015-01-01T00:00,199.9900055,6
LATAM,Consumer,South America,2015-01-01T00:00,79.94999695,2.400000095
LATAM,Consumer,South America,2015-01-01T00:00,50,12.5
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,4
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,8
LATAM,Corporate,Caribbean,2015-01-01T00:00,159.9600067,6.400000095
LATAM,Corporate,Caribbean,2015-01-01T00:00,200,32
LATAM,Consumer,South America,2015-01-01T00:00,129.9900055,22.10000038
LATAM,Consumer,South America,2015-01-01T00:00,199.9799957,10
LATAM,Consumer,Central America,2015-01-01T00:00,100,10
LATAM,Corporate,South America,2015-01-01T00:00,59.99000168,12
LATAM,Corporate,South America,2015-01-01T00:00,399.9599915,22
LATAM,Corporate,South America,2015-01-01T00:00,159.9600067,8
LATAM,Consumer,South America,2015-01-01T00:00,399.980011,68
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,22.10000038
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,23.39999962
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,60
LATAM,Home Office,South America,2015-01-01T00:00,150,27
LATAM,Home Office,South America,2015-01-01T00:00,299.9500122,3
LATAM,Consumer,Central America,2015-01-01T00:00,127.9599991,25.59000015
LATAM,Consumer,South America,2015-01-01T00:00,250,22.5
LATAM,Consumer,Central America,2015-01-01T00:00,39.99000168,6.800000191
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,36
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,21
LATAM,Consumer,Central America,2015-01-01T00:00,99.95999908,9
LATAM,Consumer,Caribbean,2015-01-01T00:00,199.9199982,25.98999977
LATAM,Consumer,Central America,2015-01-01T00:00,149.9400024,14.98999977
LATAM,Consumer,Central America,2015-01-01T00:00,249.8999939,13.73999977
LATAM,Consumer,Caribbean,2015-01-01T00:00,49.97999954,8
LATAM,Corporate,South America,2015-01-01T00:00,99.95999908,10
LATAM,Home Office,Caribbean,2015-01-01T00:00,199.9199982,29.98999977
LATAM,Consumer,Central America,2015-01-01T00:00,199.9199982,31.98999977
LATAM,Home Office,Central America,2015-01-01T00:00,249.8999939,17.48999977
LATAM,Consumer,Central America,2015-01-01T00:00,199.9199982,33.99000168
LATAM,Corporate,Central America,2015-01-01T00:00,99.95999908,12.98999977
LATAM,Consumer,Central America,2015-01-01T00:00,99.95999908,14.98999977
LATAM,Home Office,Central America,2015-01-01T00:00,149.9400024,17.98999977
LATAM,Corporate,South America,2015-01-01T00:00,249.8999939,22.48999977
LATAM,Corporate,South America,2015-01-01T00:00,49.97999954,8.5
LATAM,Corporate,South America,2015-01-01T00:00,99.95999908,15.98999977
LATAM,Corporate,South America,2015-01-01T00:00,199.9199982,35.99000168
LATAM,Consumer,South America,2015-01-01T00:00,99.95999908,16.98999977
LATAM,Home Office,South America,2015-01-01T00:00,199.9199982,39.97999954
LATAM,Consumer,Central America,2015-01-01T00:00,69.98000336,14
LATAM,Consumer,Central America,2015-01-01T00:00,100,12
LATAM,Consumer,Central America,2015-01-01T00:00,74.97000122,14.98999977
LATAM,Consumer,Central America,2015-01-01T00:00,127.9599991,23.03000069
LATAM,Consumer,Central America,2015-01-01T00:00,299.9500122,50.99000168
LATAM,Consumer,South America,2015-01-01T00:00,129.9900055,0
LATAM,Consumer,South America,2015-01-01T00:00,299.980011,9
LATAM,Consumer,Central America,2015-01-01T00:00,129.9900055,15.60000038
LATAM,Corporate,South America,2015-01-01T00:00,50,0.5
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,52
LATAM,Consumer,Central America,2015-01-01T00:00,150,25.5
LATAM,Consumer,Central America,2015-01-01T00:00,59.99000168,7.800000191
LATAM,Consumer,Central America,2015-01-01T00:00,59.99000168,9
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,3
LATAM,Consumer,Central America,2015-01-01T00:00,119.9800034,1.200000048
LATAM,Consumer,South America,2015-01-01T00:00,179.9700012,28.79999924
LATAM,Consumer,South America,2015-01-01T00:00,95.97000122,6.71999979
LATAM,Consumer,Caribbean,2015-01-01T00:00,49.97999954,7.5
LATAM,Corporate,South America,2015-01-01T00:00,179.9700012,30.59000015
LATAM,Corporate,South America,2015-01-01T00:00,299.9500122,74.98999786
LATAM,Home Office,Central America,2015-01-01T00:00,299.980011,45
LATAM,Home Office,Central America,2015-01-01T00:00,499.9500122,10
LATAM,Home Office,Central America,2015-01-01T00:00,250,17.5
LATAM,Consumer,South America,2015-01-01T00:00,119.9800034,8.399999619
LATAM,Consumer,Central America,2015-01-01T00:00,499.9500122,5
LATAM,Consumer,South America,2015-01-01T00:00,299.9500122,59.99000168
LATAM,Consumer,Central America,2015-01-01T00:00,299.980011,16.5
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,40
LATAM,Consumer,Central America,2015-01-01T00:00,100,9
LATAM,Consumer,South America,2015-01-01T00:00,129.9900055,1.299999952
LATAM,Consumer,South America,2015-01-01T00:00,299.980011,12
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,28
LATAM,Consumer,Caribbean,2015-01-01T00:00,299.980011,54
LATAM,Consumer,Central America,2015-01-01T00:00,50,0
LATAM,Consumer,Central America,2015-01-01T00:00,399.980011,72
LATAM,Consumer,South America,2015-01-01T00:00,119.9800034,6
LATAM,Home Office,Central America,2015-01-01T00:00,59.99000168,7.199999809
LATAM,Home Office,Central America,2015-01-01T00:00,50,7.5
LATAM,Home Office,Central America,2015-01-01T00:00,199.9799957,8
LATAM,Home Office,Central America,2015-01-01T00:00,150,24
LATAM,Home Office,Central America,2015-01-01T00:00,200,30
LATAM,Home Office,Caribbean,2015-01-01T00:00,127.9599991,21.75
LATAM,Home Office,South America,2015-01-01T00:00,299.980011,36
LATAM,Home Office,Central America,2015-01-01T00:00,129.9900055,9.100000381
LATAM,Home Office,Central America,2015-01-01T00:00,129.9900055,11.69999981
LATAM,Home Office,Central America,2015-01-01T00:00,399.980011,48
LATAM,Consumer,South America,2015-01-02T00:00,66,16.5
LATAM,Home Office,Caribbean,2015-01-02T00:00,66,0
LATAM,Consumer,Central America,2015-01-02T00:00,159.9600067,3.200000048
LATAM,Corporate,Central America,2015-01-02T00:00,134.9700012,20.25
LATAM,Corporate,Central America,2015-01-02T00:00,179.9700012,16.20000076
LATAM,Home Office,Central America,2015-01-02T00:00,119.9800034,30
LATAM,Corporate,South America,2015-01-02T00:00,119.9800034,15.60000038
LATAM,Corporate,Caribbean,2015-01-02T00:00,79.98000336,0
LATAM,Corporate,Central America,2015-01-02T00:00,239.9600067,24
LATAM,Corporate,Central America,2015-01-02T00:00,120,15.60000038
LATAM,Corporate,Central America,2015-01-02T00:00,250,2.5
LATAM,Corporate,Caribbean,2015-01-02T00:00,280,15.39999962
LATAM,Consumer,Central America,2015-01-02T00:00,299.9500122,38.99000168
LATAM,Consumer,Central America,2015-01-02T00:00,199.9499969,29.98999977
LATAM,Consumer,Central America,2015-01-02T00:00,99.98999786,16
LATAM,Consumer,Central America,2015-01-02T00:00,299.980011,39
LATAM,Consumer,Central America,2015-01-02T00:00,299.980011,45
LATAM,Consumer,South America,2015-01-02T00:00,99.98999786,13
LATAM,Consumer,South America,2015-01-02T00:00,59.99000168,5.400000095
LATAM,Consumer,South America,2015-01-02T00:00,399.980011,52
LATAM,Consumer,South America,2015-01-02T00:00,250,7.5
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,6.5
LATAM,Consumer,Caribbean,2015-01-02T00:00,399.980011,40
LATAM,Consumer,Central America,2015-01-02T00:00,100,5.5
LATAM,Corporate,Caribbean,2015-01-02T00:00,250,10
LATAM,Consumer,Central America,2015-01-02T00:00,99.95999908,5.5
LATAM,Corporate,South America,2015-01-02T00:00,129.9900055,23.39999962
LATAM,Corporate,South America,2015-01-02T00:00,129.9900055,26
LATAM,Corporate,South America,2015-01-02T00:00,50,5
LATAM,Consumer,South America,2015-01-02T00:00,239.9600067,21.60000038
LATAM,Corporate,Central America,2015-01-02T00:00,129.9900055,2.599999905
LATAM,Corporate,Caribbean,2015-01-02T00:00,129.9900055,20.79999924
LATAM,Corporate,South America,2015-01-02T00:00,299.980011,27
LATAM,Corporate,Central America,2015-01-02T00:00,299.980011,36
LATAM,Corporate,Central America,2015-01-02T00:00,119.9800034,21.60000038
LATAM,Corporate,Caribbean,2015-01-02T00:00,179.9700012,18
LATAM,Corporate,South America,2015-01-02T00:00,119.9700012,4.800000191
LATAM,Corporate,Caribbean,2015-01-02T00:00,150,19.5
LATAM,Consumer,South America,2015-01-02T00:00,299.9500122,27
LATAM,Consumer,South America,2015-01-02T00:00,299.9500122,30
LATAM,Corporate,Caribbean,2015-01-02T00:00,129.9900055,0
LATAM,Corporate,South America,2015-01-02T00:00,50,3.5
LATAM,Corporate,South America,2015-01-02T00:00,39.99000168,5.199999809
LATAM,Corporate,Caribbean,2015-01-02T00:00,299.980011,30
LATAM,Home Office,Caribbean,2015-01-02T00:00,100,5
LATAM,Home Office,Caribbean,2015-01-02T00:00,239.9600067,16.79999924
LATAM,Home Office,Caribbean,2015-01-02T00:00,299.9500122,35.99000168
LATAM,Home Office,Caribbean,2015-01-02T00:00,129.9900055,32.5
LATAM,Home Office,Caribbean,2015-01-02T00:00,299.980011,15
LATAM,Home Office,Caribbean,2015-01-02T00:00,199.9799957,6
LATAM,Corporate,Caribbean,2015-01-02T00:00,200,18
LATAM,Corporate,Caribbean,2015-01-02T00:00,199.9499969,20
LATAM,Corporate,South America,2015-01-02T00:00,129.9900055,7.150000095
LATAM,Corporate,South America,2015-01-02T00:00,299.980011,48
LATAM,Corporate,Central America,2015-01-02T00:00,399.980011,100
LATAM,Corporate,Caribbean,2015-01-02T00:00,199.9900055,32
LATAM,Home Office,Central America,2015-01-02T00:00,199.9900055,34
LATAM,Consumer,Central America,2015-01-02T00:00,199.9900055,36
LATAM,Corporate,Caribbean,2015-01-02T00:00,199.9900055,40
LATAM,Corporate,Caribbean,2015-01-02T00:00,199.9900055,50
LATAM,Corporate,Central America,2015-01-02T00:00,199.9900055,0
LATAM,Corporate,Central America,2015-01-02T00:00,199.9900055,2
LATAM,Home Office,Caribbean,2015-01-02T00:00,199.9900055,4
LATAM,Consumer,South America,2015-01-02T00:00,199.9900055,6
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,11.69999981
LATAM,Corporate,Central America,2015-01-02T00:00,200,24
LATAM,Corporate,South America,2015-01-02T00:00,124.9499969,31.23999977
LATAM,Corporate,Central America,2015-01-02T00:00,499.9500122,124.9899979
LATAM,Corporate,Central America,2015-01-02T00:00,199.9499969,25.98999977
LATAM,Corporate,Central America,2015-01-02T00:00,399.980011,64
LATAM,Corporate,South America,2015-01-02T00:00,99.98999786,12
LATAM,Corporate,South America,2015-01-02T00:00,39.99000168,6
LATAM,Corporate,South America,2015-01-02T00:00,299.980011,6
LATAM,Corporate,South America,2015-01-02T00:00,399.980011,48
LATAM,Corporate,Central America,2015-01-02T00:00,119.9800034,19.20000076
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,19.5
LATAM,Consumer,South America,2015-01-02T00:00,129.9900055,20.79999924
LATAM,Consumer,South America,2015-01-02T00:00,129.9900055,22.10000038
LATAM,Consumer,South America,2015-01-02T00:00,299.980011,0
LATAM,Consumer,South America,2015-01-02T00:00,299.980011,51
LATAM,Corporate,Caribbean,2015-01-02T00:00,200,20
LATAM,Corporate,Caribbean,2015-01-02T00:00,499.9500122,99.98999786
LATAM,Consumer,South America,2015-01-02T00:00,155.9700012,6.239999771
LATAM,Consumer,Central America,2015-01-02T00:00,399.9599915,12
LATAM,Corporate,Central America,2015-01-02T00:00,49.97999954,5
LATAM,Corporate,Caribbean,2015-01-02T00:00,99.95999908,1
LATAM,Corporate,South America,2015-01-02T00:00,249.8999939,2.5
LATAM,Corporate,South America,2015-01-02T00:00,99.95999908,2
LATAM,Consumer,South America,2015-01-02T00:00,199.9199982,13.98999977
LATAM,Consumer,South America,2015-01-02T00:00,199.9199982,17.98999977
LATAM,Home Office,Caribbean,2015-01-02T00:00,99.95999908,3
LATAM,Corporate,South America,2015-01-02T00:00,149.9400024,10.5
LATAM,Corporate,South America,2015-01-02T00:00,49.97999954,6
LATAM,Corporate,Central America,2015-01-02T00:00,99.95999908,4
LATAM,Corporate,Central America,2015-01-02T00:00,249.8999939,5
LATAM,Corporate,South America,2015-01-02T00:00,99.95999908,5
LATAM,Consumer,Central America,2015-01-02T00:00,49.97999954,6.5
LATAM,Home Office,Central America,2015-01-02T00:00,199.9199982,19.98999977
LATAM,Consumer,Central America,2015-01-02T00:00,149.9400024,13.48999977
LATAM,Consumer,Central America,2015-01-02T00:00,199.9199982,23.98999977
LATAM,Consumer,South America,2015-01-02T00:00,99.95999908,7
LATAM,Consumer,Central America,2015-01-02T00:00,249.8999939,7.5
LATAM,Consumer,Central America,2015-01-02T00:00,249.8999939,10
LATAM,Consumer,Central America,2015-01-02T00:00,249.8999939,12.5
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,3.900000095
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,9.100000381
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,13
LATAM,Corporate,Central America,2015-01-02T00:00,299.980011,9
LATAM,Corporate,Central America,2015-01-02T00:00,299.980011,12
LATAM,Consumer,South America,2015-01-02T00:00,99.98999786,17
LATAM,Consumer,South America,2015-01-02T00:00,129.9900055,15.60000038
LATAM,Consumer,Central America,2015-01-02T00:00,129.9900055,16.89999962
LATAM,Consumer,South America,2015-01-02T00:00,129.9900055,19.5
LATAM,Consumer,South America,2015-01-02T00:00,50,4.5
LATAM,Consumer,Central America,2015-01-02T00:00,50,6.5
LATAM,Consumer,Central America,2015-01-02T00:00,399.980011,0
LATAM,Consumer,South America,2015-01-02T00:00,399.980011,36
LATAM,Consumer,Central America,2015-01-02T00:00,399.980011,68
LATAM,Consumer,Central America,2015-01-02T00:00,399.980011,72
LATAM,Consumer,Central America,2015-01-02T00:00,119.9700012,6.599999905
LATAM,Corporate,Central America,2015-01-02T00:00,179.9700012,21.60000038
LATAM,Corporate,Central America,2015-01-02T00:00,250,5
LATAM,Home Office,Central America,2015-01-02T00:00,399.980011,80
LATAM,Home Office,Central America,2015-01-02T00:00,299.9500122,44.99000168
LATAM,Consumer,South America,2015-01-02T00:00,100,7
LATAM,Consumer,Central America,2015-01-02T00:00,200,26
LATAM,Consumer,South America,2015-01-02T00:00,299.9500122,47.99000168
LATAM,Consumer,South America,2015-01-02T00:00,399.980011,60
LATAM,Consumer,South America,2015-01-02T00:00,119.9800034,18
LATAM,Home Office,Central America,2015-01-02T00:00,44.99000168,6.75
LATAM,Home Office,Central America,2015-01-02T00:00,129.9900055,1.299999952
LATAM,Home Office,Central America,2015-01-02T00:00,59.99000168,6
LATAM,Home Office,Central America,2015-01-02T00:00,50,6
LATAM,Home Office,South America,2015-01-02T00:00,39.99000168,6.400000095
LATAM,Home Office,South America,2015-01-02T00:00,119.9800034,0
LATAM,Home Office,Central America,2015-01-02T00:00,119.9800034,20.39999962
LATAM,Home Office,Caribbean,2015-01-02T00:00,79.98000336,0.800000012
LATAM,Home Office,Caribbean,2015-01-02T00:00,63.97999954,1.279999971
LATAM,Home Office,Central America,2015-01-02T00:00,179.9700012,23.39999962
LATAM,Home Office,Caribbean,2015-01-02T00:00,119.9700012,8.399999619
LATAM,Home Office,Central America,2015-01-02T00:00,239.9600067,28.79999924
LATAM,Home Office,South America,2015-01-02T00:00,499.9500122,0
LATAM,Home Office,Caribbean,2015-01-02T00:00,59.99000168,4.199999809
LATAM,Home Office,Caribbean,2015-01-02T00:00,129.9900055,5.199999809
LATAM,Home Office,Caribbean,2015-01-02T00:00,119.9800034,24
LATAM,Home Office,Caribbean,2015-01-02T00:00,299.9700012,9
LATAM,Home Office,Central America,2015-01-02T00:00,99.98999786,15
LATAM,Home Office,Central America,2015-01-02T00:00,299.980011,3
LATAM,Home Office,South America,2015-01-02T00:00,299.980011,16.5
LATAM,Home Office,Central America,2015-01-02T00:00,399.980011,28
LATAM,Home Office,South America,2015-01-02T00:00,299.980011,21
LATAM,Home Office,Central America,2015-01-02T00:00,124.9499969,24.98999977
LATAM,Consumer,Central America,2015-01-02T00:00,119.9700012,6
LATAM,Consumer,Central America,2015-01-02T00:00,199.9499969,23.98999977
LATAM,Consumer,Caribbean,2015-01-03T00:00,66,13.19999981
LATAM,Home Office,South America,2015-01-03T00:00,399.980011,20
LATAM,Home Office,South America,2015-01-03T00:00,299.980011,75
LATAM,Consumer,Caribbean,2015-01-03T00:00,129.9900055,6.5
LATAM,Consumer,South America,2015-01-03T00:00,399.9599915,4
LATAM,Consumer,South America,2015-01-03T00:00,239.9600067,12
LATAM,Corporate,Caribbean,2015-01-03T00:00,50,2
LATAM,Home Office,South America,2015-01-03T00:00,150,18
LATAM,Consumer,Caribbean,2015-01-03T00:00,100,2
LATAM,Consumer,Caribbean,2015-01-03T00:00,95.97000122,5.28000021
LATAM,Corporate,South America,2015-01-03T00:00,39.99000168,3.599999905
LATAM,Consumer,Caribbean,2015-01-03T00:00,109.9499969,4.400000095
LATAM,Corporate,South America,2015-01-03T00:00,200,11
LATAM,Corporate,South America,2015-01-03T00:00,159.9600067,31.98999977
LATAM,Corporate,Central America,2015-01-03T00:00,239.9600067,2.400000095
LATAM,Home Office,South America,2015-01-03T00:00,199.9499969,18
LATAM,Corporate,Central America,2015-01-03T00:00,299.9700012,3
LATAM,Corporate,Central America,2015-01-03T00:00,59.97000122,9
LATAM,Consumer,South America,2015-01-03T00:00,299.9500122,15
LATAM,Consumer,South America,2015-01-03T00:00,299.9500122,16.5
LATAM,Consumer,Central America,2015-01-03T00:00,250,0
LATAM,Consumer,South America,2015-01-03T00:00,129.9900055,22.10000038
LATAM,Consumer,South America,2015-01-03T00:00,399.980011,22
LATAM,Consumer,Central America,2015-01-03T00:00,399.980011,16
LATAM,Consumer,Central America,2015-01-03T00:00,299.980011,60
LATAM,Consumer,Caribbean,2015-01-03T00:00,129.9900055,26
LATAM,Consumer,Caribbean,2015-01-03T00:00,399.980011,72
LATAM,Consumer,Central America,2015-01-03T00:00,199.9799957,4
LATAM,Consumer,Caribbean,2015-01-03T00:00,119.9800034,10.80000019
LATAM,Consumer,Caribbean,2015-01-03T00:00,199.9799957,40
LATAM,Corporate,Caribbean,2015-01-03T00:00,299.980011,36
LATAM,Corporate,Caribbean,2015-01-03T00:00,399.9599915,99.98999786
LATAM,Home Office,Central America,2015-01-03T00:00,129.9900055,7.150000095
LATAM,Consumer,Central America,2015-01-03T00:00,53.97000122,7.019999981
LATAM,Corporate,Caribbean,2015-01-03T00:00,29.97999954,4.800000191
LATAM,Consumer,Caribbean,2015-01-03T00:00,39.95999908,7.989999771
LATAM,Consumer,South America,2015-01-03T00:00,119.9700012,2.400000095
LATAM,Consumer,Central America,2015-01-03T00:00,99.98999786,9
LATAM,Consumer,Central America,2015-01-03T00:00,59.99000168,3
LATAM,Consumer,Central America,2015-01-03T00:00,129.9900055,32.5
LATAM,Consumer,Central America,2015-01-03T00:00,129.9900055,3.900000095
LATAM,Consumer,Central America,2015-01-03T00:00,129.9900055,16.89999962
LATAM,Consumer,Central America,2015-01-03T00:00,239.9600067,7.199999809
LATAM,Consumer,Central America,2015-01-03T00:00,399.9599915,8
LATAM,Consumer,Central America,2015-01-03T00:00,299.9500122,21
LATAM,Corporate,Caribbean,2015-01-03T00:00,99.98999786,10
LATAM,Corporate,Caribbean,2015-01-03T00:00,159.9600067,1.600000024
LATAM,Corporate,Caribbean,2015-01-03T00:00,87.95999908,3.519999981
LATAM,Corporate,Caribbean,2015-01-03T00:00,99.98999786,5.5
LATAM,Consumer,Central America,2015-01-03T00:00,299.980011,27
LATAM,Consumer,Central America,2015-01-03T00:00,119.9700012,3.599999905
LATAM,Consumer,Central America,2015-01-03T00:00,179.9700012,12.60000038
LATAM,Corporate,Central America,2015-01-03T00:00,59.99000168,0.600000024
LATAM,Corporate,Central America,2015-01-03T00:00,179.9700012,9
LATAM,Corporate,Caribbean,2015-01-03T00:00,179.9700012,9.899999619
LATAM,Corporate,Caribbean,2015-01-03T00:00,129.9900055,5.199999809
LATAM,Corporate,Caribbean,2015-01-03T00:00,299.980011,51
LATAM,Corporate,Caribbean,2015-01-03T00:00,119.9800034,14.39999962
LATAM,Corporate,Caribbean,2015-01-03T00:00,159.9600067,39.99000168
LATAM,Consumer,Central America,2015-01-03T00:00,239.9600067,13.19999981
LATAM,Corporate,Central America,2015-01-03T00:00,59.99000168,1.799999952
LATAM,Corporate,Central America,2015-01-03T00:00,59.99000168,2.400000095
LATAM,Corporate,Central America,2015-01-03T00:00,50,2.75
LATAM,Corporate,Central America,2015-01-03T00:00,399.980011,22
LATAM,Corporate,Central America,2015-01-03T00:00,399.980011,80
LATAM,Corporate,Central America,2015-01-03T00:00,250,62.5
LATAM,Consumer,Central America,2015-01-03T00:00,39.99000168,4.800000191
LATAM,Consumer,Central America,2015-01-03T00:00,399.980011,0
LATAM,Corporate,South America,2015-01-03T00:00,100,4
LATAM,Corporate,South America,2015-01-03T00:00,90,13.5
LATAM,Corporate,Caribbean,2015-01-03T00:00,200,14
LATAM,Corporate,Caribbean,2015-01-03T00:00,199.9499969,14
LATAM,Corporate,Central America,2015-01-03T00:00,199.9499969,11
LATAM,Corporate,Central America,2015-01-03T00:00,399.980011,4
LATAM,Corporate,Central America,2015-01-03T00:00,119.9800034,8.399999619
LATAM,Consumer,South America,2015-01-03T00:00,199.9900055,40
LATAM,Consumer,Central America,2015-01-03T00:00,199.9900055,50
LATAM,Home Office,Central America,2015-01-03T00:00,199.9900055,0
LATAM,Corporate,South America,2015-01-03T00:00,199.9900055,2
LATAM,Consumer,Caribbean,2015-01-03T00:00,199.9900055,4
LATAM,Home Office,Central America,2015-01-03T00:00,199.9900055,6
LATAM,Corporate,Central America,2015-01-03T00:00,199.9900055,8
LATAM,Corporate,Central America,2015-01-03T00:00,199.9900055,10
LATAM,Corporate,Central America,2015-01-03T00:00,199.9900055,11
LATAM,Corporate,Central America,2015-01-03T00:00,199.9900055,14
LATAM,Home Office,Central America,2015-01-03T00:00,199.9900055,18
LATAM,Home Office,Central America,2015-01-03T00:00,199.9900055,20
LATAM,Consumer,Caribbean,2015-01-03T00:00,199.9900055,24
